sentence_id,sentence,category,type
1427,whole place is so claustrophobic and cramped there are no open spaces,claustrophobic,E
1428,also the toilets why are they so tiny,claustrophobic,E
1429,then no child sinks,age,E
1430,werent toddler friendly at all,age,E
1431,a must do for kids,age,I
1432,are extremely crowded,crowd,E
1432,if you are claustrophobic this experience is definitely not for you,claustrophobic,E
1433,i dont think i have ever seen crowds quite like this before,crowd,E
1434,we had a stroller with us which we found to be quite difficult,handicap,E
1434,leave the stroller at home,handicap,E
1435,the food was good,food,I
1436,wasnt to busy,crowd,I
1437,kids will be scared of monkeys for rest of their lifeswe,age,E
1438,was ignorant on kids crying,age,E
1439,in general amusement parks are for children,age,I
1440,you must bring the family here,couples/family,I
1441,my grandkids enjoyed the childrens clothes,age,I
1442,piazza was crowded with tourists,crowd,E
1442,it never felt claustrophobic,claustrophobic,I
1444,i was helped off the train by the staff,handicap,I
1445,most claustrophobic staircase,claustrophobic,E
1446,was a lot of people,crowd,E
1447,the crowd was manageable,crowd,I
1448,but it did get extremely busy,crowd,E
1448,it felt quite claustrophobic,claustrophobic,E
1449,it is a bit pricey,price,E
1450,definitely not for the claustrophobic,claustrophobic,I
1451,for the whole family,couples/family,I
1452,would definitely recommend for families dog walkers and couples,couples/family,I
1453,please keep your kids at home,age,E
1454,it wasnt too crowded,crowd,I
1455,our preteen son really enjoyed the swings,age,I
1456,which was not too crowded,crowd,I
1457,even the preteen,age,I
1458,with way too many people,crowd,E
1459,when you have to queue in lines for 90 to 180 minutes,queues,E
1460,lots of food and drink places,food,I
1460,all are very expensive,price,E
1461,i queued 45 minutes for the big wheel,queues,E
1462,constantly getting pushed and the queues,queues,E
1463,the museum was very crowded,crowd,E
1464,such as no strollers in the dinosaur exhibit area,handicap,E
1465,and all at a very reasonable price,price,I
1466,treat for all the kids big or small,age,I
1467,a delicious pork pie or some interesting street food,food,I
1468,be warned it can get extremely busy,crowd,E
1469,it is a cafeteria and a very good one a bit over priced,price,E
1470,a hundred of the worlds most expensive shops,price,E
1471,recommend to my friends and family,couples/family,I
1472,great accesibility as i have limited mobility,handicap,I
1473,easy to get a drink,food,I
1474,despite very hot weather it was very comfortable,time/day/month,I
1475,had it not been so expensive,price,E
1476,food prices are also overpriced,price,E
1476,food is subpar,food,E
1477,lockers and towels are also pricey,price,E
1478,not as busy as it looks from the photos,crowd,I
1479,very very clean,hygiene,I
1480,many places are accessible,handicap,I
1481,it is ok to get in and browse around with wheelchairs,handicap,I
1482,this is also the most crowded museum i have ever seen,crowd,E
1483,it was very busy but didnt feel too crowded,crowd,I
1485,the park is clean,hygiene,I
1485,accommodating for my disabled adult son,handicap,I
1486,too expensive,price,I
1487,but the museum was so packed,crowd,E
1488,they really need to do something about crowd control,crowd,E
1489,perhaps a tad expensive,price,E
1490,great food,food,I
1491,be prepared to do a lot of walking ascending and descending stairs,handicap,E
1492,there can be a lot of congestion and queuing,claustrophobic,E
1493,no line ups,queues,I
1493,kids got to go on numerous rides,age,I
1493,no waits,queues,I
1494,we purchased the all day dinning and it was great,food,I
1495,expensive beer,price,E
1496,loads to do for kids,age,I
1497,so kids were very happy,age,I
1498,great rainy day activity,time/day/month,I
1499,its kept so clean,hygiene,I
1500,it was super clean,hygiene,I
1501,the food was fantastic,food,I
1502,all of it was delicious,food,I
1503,wine flowed continuously,food,I
1504,great food,food,I
1505,food drinks childrens play park,age,I
1506,there were easy to navigate,handicap,I
1507,is rather expensive and so is the food,price,E
1508,it would be good to have a few more choices for lunch,food,E
1509,downside is the cost and the crowds,price,E
1510,all kinds of food and snacks,food,I
1511,you can experience the cramped conditions,claustrophobic,E
1512,not too bad of a wait,queues,I
1513,they kept things running smoothly even when it was very busy on easter sunday,crowd,I
1514,my kids loved this place,age,I
1515,got really busy mid morning,time/day/month,E
1516,only suggestion would be to go early in the morning,time/day/month,I
1517,didnt wait long,queues,I
1518,had to cut our visit short because of mobility issues,handicap,E
1519,you can access the viewing platform easily by lift,handicap,I
1519,restaurant involves stairs to go up and down,handicap,E
1520,it is a very cheap,price,I
1521,surely stimulate any childs imagination,age,I
1522,we were in and out of the parking lot in less then half an hour,parking,I
1523,but theres nothing more claustrophobic,claustrophobic,E
1523,in a large mass of tourists,crowd,E
1524,unless you specifically wish to see tracy arm or have limited mobility i would not recommend this tour for your time in juneau,handicap,I
1525,because of the costs,price,E
1526,it was much too busy for a wheelchair user,handicap,E
1527,just too busy to be comfortable,crowd,E
1528,avoid at the weekend if you have any mobility issues,handicap,E
1529,its way overpriced,price,E
1529,food is sub par at best,food,E
1530,we didnt queue too long for anything,queues,I
1531,food around the park is really cheap,food,I
1532,pizza and pasta buffet was really good value for money,price,I
1533,cramped,claustrophobic,E
1534,i didnt see any elevator access,handicap,E
1535,the whole thing made me claustrophobic,claustrophobic,E
1536,the cost of admission was far from worth it in my opinion,price,E
1537,it might be a good activity for toddlers and young children,age,I
1537,i dont recommend for teens and adults,age,E
1538,time in the overcrowded,crowd,E
1539,it hit quite claustrophobic,claustrophobic,E
1540,no excuse for the extortionate prices,price,E
1541,albeit very crowded,crowd,E
1542,there are strollers available for children,age,I
1543,family friendly,couples/family,I
1544,plenty of restaurants and coffee bars,food,I
1545,it was not crowded at all,crowd,I
1546,the line moved at a reasonable pace,queues,I
1547,some days the place is packed lines are long wait is long,queues,E
1548,the general cost of food was excessive,price,E
1549,it was pretty crowded,crowd,E
1550,same long lines,queues,E
1551,not that expensive to visit,price,I
1552,so many people,crowd,E
1553,just so many people on the beach,crowd,E
1553,you get a bit claustrophobic,claustrophobic,E
1554,the food in theis wonderful,food,I
1554,be forewarned it is pricey,price,E
1556,can go with family,couples/family,I
1557,be mindful that people with claustrophobia or acrophobia could experience discomfort,claustrophobic,E
1558,those with claustrophobia may have issues,claustrophobic,E
1558,those with walking bad knees,handicap,E
1559,it can get very busy i here,crowd,E
1560,queues werent as busy as that morning,time/day/month,I
1561,great day out with family and friends,couples/family,I
1562,the place is usually very crowded,crowd,E
1562,sometimes makes you feel claustrophobic,claustrophobic,E
1563,clean beach,hygiene,I
1564,it is very crowded,crowd,E
1565,i knew how busy it gets,crowd,E
1566,seems pretty darn expensive,price,E
1567,drinks arent that expensive,price,I
1568,it is too crowded and pricey,crowd,E
1569,the overcrowding turned us off,crowd,E
1570,cheap to reach,price,I
1571,for sure is pricey a bit,price,E
1572,toddlers may find fewer things,age,E
1572,teens will love it and,age,I
1573,before it becomes too packed,crowd,E
1574,kids were bored very quickly,age,E
1575,if you are claustrophobic or have any allergy to dust i do not suggest going there,claustrophobic,E
1576,food was amazing,food,I
1577,the fossil shop was reasonably priced,price,I
1579,it wasnt crowded,crowd,I
1580,jumper much cheaper than the,price,I
1581,it may get busy during peak periods,crowd,E
1581,you do not get the claustrophobic,claustrophobic,I
1582,its awfully expensive there,price,E
1583,thousands of people jammed together there,crowd,E
1584,most being either bland or overcooked or both,food,E
1585,expensive rest stop,price,E
1586,there are more people on the boat than can fit by the rail,crowd,E
1587,far more crowded,crowd,E
1588,prices were reasonable,price,I
1588,we didnt have to queue too long at all,queues,I
1589,lovely street food,food,I
1589,sooo busy,crowd,E
1590,thoroughly enjoyed this visit with my grown up children,age,I
1591,best to visit early,time/day/month,I
1591,big crowds,crowd,E
1592,overall experience here seem somewhat claustrophobic,claustrophobic,E
1593,standing in line for waaay too long inside were a throng of people,crowd,E
1594,it was triggering as a parenting nightmare,age,E
1595,it was not overcrowded,crowd,I
1596,both of my children including the non sporty one loved this tour,age,I
1597,during the day it is crowded it wasnt claustrophobic crowded,claustrophobic,I
1598,away from the claustrophobic lanes full of ferry passengers,claustrophobic,I
1599,its a bit expensive,price,E
1600,very inexpensive,price,I
1601,dont worry claustrophobic people,claustrophobic,I
1602,waited in a short line,queues,I
1603,it wasnt too busy,queues,I
1604,avoid crowds,crowd,E
1604,we had virtually no line,queues,I
1605,he felt claustrophobic,claustrophobic,E
1606,one seven year old and one nearly five year old and we were all enthralled,age,I
1607,food that didnt taste that great,food,E
1608,five year old childs favourite museum,food,I
1609,good and not expensive restaurant,price,I
1610,i get slightly claustrophobic,claustrophobic,E
1611,our family trip included two adults and 3 kids under 6,couples/family,I
1612,we all had a fantastic time,couples/family,I
1613,we queued for nearly an hour,queues,E
1613,dark dingy claustrophobic queue,claustrophobic,E
1614,all the major rides have queues of over an hour,queues,E
1614,ridiculous prices,price,E
1615,queues for the remaining ones were massive,queues,E
1616,the food was cold over cooked visually unappealing,food,E
1617,facilities such as toilet again had queues,queues,E
1617,were tired dirty and,hygiene,E
1618,queue again was ridiculous,queues,E
1619,queuing for rides and food spoilt the experience,food,E
1620,crowded and poorly ventilated,crowd,E
1621,lots of great rides for the kids,age,I
1622,they cater for kids of all ages,age,I
1623,totally recommend for a family day of fun,couples/family,I
1624,children 4 and 6 really enjoyed it,age,I
1625,the cost is high,price,E
1626,given the long lines,queues,E
1627,maddening crowds,crowd,E
1628,get very crowded towards,crowd,E
1629,high end expensive,price,E
1630,you can find almost every kind of international,food,I
1631,my kids had a blast,age,I
1632,the locker rooms were clean,hygiene,I
1633,food was good,food,I
1634,there is plenty there to do for a family,couples/family,I
1635,but it does get crowded,crowd,E
1636,the ticket prices are fair,price,I
1637,slides was amazing with my autistic child he was really friendly and really helped to calm the meltdown down,couples/family,I
1638,there was a choice of food back,food,I
1639,parking is a mess,parking,E
1639,was very busy,crowd,E
1639,kids loved it,age,I
1640,delicious food,food,I
1641,this is a family excursion,couples/family,I
1642,for kids under 5,age,I
1643,not much of a selection of food,food,E
1644,great street food vendors,food,I
1645,interesting food,food,I
1646,very busy,crowd,E
1647,fast food that are actually cheaper,food,I
1648,lot of people around,crowd,E
1649,family,couples/family,I
1651,claustrophobia constricts any possibility of imagination,claustrophobic,E
1652,twice the wait to board and lines,queues,E
1653,any family with children could be satisfied,age,I
1653,food,food,I
1654,the security queue took a while,queues,E
1655,plenty of places to eat,food,I
1656,you dont have to spend any money,price,I
1657,over priced,price,E
1657,a lot of people crammed into 1 car,claustrophobic,E
1658,pricey restaurant,price,E
1659,only recommend this experience for those with children,age,I
1660,pretty pricey too,price,E
1661,great with the kids,age,I
1662,do not waste your money for dinner overpriced drinks,price,E
1663,the food was delicious,food,I
1664,the park is way beyond overcrowded borderline claustrophobic,claustrophobic,E
1665,my kids 9 7 5 got bored,age,E
1666,the food is okay,food,E
1667,and i mean busy,crowd,E
1668,eat here,food,I
1669,delicious hot beignets,food,I
1670,not crowded at all,crowd,I
1671,great place for single couple or family,couples/family,I
1672,just worth for kids,age,I
1673,good selection of restaurants,food,I
1674,lots of people taking photos it was quite congested,crowd,E
1675,clean,hygiene,I
1676,caters to couples,couples/family,I
1677,strict no children,age,E
1677,family policy,couples/family,E
1678,applies to all children under 16,age,E
1679,always clean,hygiene,I
1680,lift and disabled toilets were located,handicap,I
1681,couldnt see round the whole museum,handicap,E
1682,entrance fee amount was ridiculous there,price,E
1682,extortionate entrance fee,price,E
1683,offered a variety of food items beverages and dessert,food,I
1684,especially if they have mobility issues but are not wheelchair dependent,handicap,I
1685,was not enough areas set up for the children to play in,age,E
1685,not enough for the kids to do at all,age,E
1686,no kids are allowed into the drinking areas,age,E
1687,crowd control at the entrance to rihanna was dreadful really really dangerous,crowd,E
1688,resulting in a mass congregation at the entrance with people pushing in from all sides and causing huge tension in the existing,crowd,E
1689,i was so glad i did not have my children with me,age,E
1690,food was just ok,food,E
1691,it isnt at all claustrophobic,claustrophobic,I
1692,dont eat the street food was,food,E
1692,as not clean it may be cheap,hygiene,E
1693,there are lots of places to eat,food,I
1694,we were able to use a mobility scooter for the day for a nominal donation which allowed her to see the whole of the gardens,handicap,I
1695,many restaurants and bars with delicious offerings,food,I
1697,it does get very crowded,crowd,E
1698,the water was clean,hygiene,I
1699,it is overpriced slop,price,E
1700,youll find amazing restaurants and bars selling delicious food for decent prices,food,I
1701,there is a lot of parking available,parking,I
1702,line ups and crowding make it a less enjoyable experience,crowd,E
1703,fauchon fine food concession with its own cafe,food,I
1704,good brasserie restaurant,food,I
1705,quite confusing in the parking garage,parking,E
1706,selection is good game,food,I
1707,rides cleanliness i am bit,hygiene,E
1708,the tickets are overpriced,price,E
1709,still expensive at,price,E
1710,parking is free for general parking,parking,I
1711,it coming in handy is you have lets say a wheelchair perhaps,handicap,I
1712,the food here is overpriced and not edible,price,E
1713,this is a park for kids,age,I
1714,the space is so small you bump into people,claustrophobic,E
1715,there were tons of families,couples/family,I
1715,very happy children,age,I
1718,cut outs for wheeled device access,handicap,I
1718,the curb cutouts were generous and readily available,handicap,I
1719,noteworthy for the disabled traveler,handicap,I
1720,it was adaptable for limited mobility persons,handicap,I
1721,excellent well priced cafe,price,I
1722,there is easy parking,parking,I
1723,it was very busy,crowd,E
1724,the drinks were expensive enough very overpriced,price,E
1725,always very crowded,crowd,E
1726,the lunch hours 12pm 2pm has the shortest line and smallest crowd,queues,E
1727,high prices,price,E
1728,some okay food,food,E
1729,it is the most expensive,price,E
1730,we werent prepared for the fact that most of the paths were stoney and uneven,handicap,E
1731,it would be so much better for disabled visitors if the paths could be made more wheelchair friendly,handicap,E
1732,cant be comfortable for kiddies and babies in pushchairs and prams either and,age,E
1733,people enjoying themselves with their families,couples/family,E
1734,its so expensive,price,E
1735,its fairly pricey,price,E
1736,bathrooms on busy nights are disgusting,hygiene,E
1737,it wasnt crowded,crowd,I
1738,limited food options throughout the day,food,E
1739,is concession prices are a little,price,E
1740,suites are very expensive,price,E
1741,buffet style dinner was better than i expected,food,I
1742,with tons of people,crowd,E
1743,clean,handicap,I
1744,there were loads of activities for older children,age,I
1745,parking is free,parking,I
1746,it would be great fun for kids of all ages,age,I
1747,somewhat claustrophobic,claustrophobic,E
1748,snacks and food are available,food,I
1748,overinflated prices,price,E
1749,people with disabilities may have a difficult time,handicap,E
1750,claustrophobic queue,claustrophobic,E
1751,people are standing and crammed in,claustrophobic,E
1752,queue for the tram was at least 2 hours long,queues,E
1753,not for those who are scared of heights or claustrophobic,claustrophobic,E
1754,cost of entry into the attraction the cost of articles in the shop and the cost of food and drink,price,E
1755,theres something for all the family,couples/family,I
1756,kids will love the nickelodeon land,age,I
1757,although we dodnt queue too long,queues,I
1758,its very crowded,crowd,E
1758,not in a claustrophobic way,claustrophobic,I
1759,has large crowds,crowd,E
1760,before it was packed,claustrophobic,E
1761,it was still over crowded,crowd,E
1762,crowded water buses,crowd,E
1763,always overflowing with people,crowd,E
1764,enough that you dont feel claustrophobic,claustrophobic,I
1765,lots of crowds as expected,crowd,E
1766,it can get crowded,crowd,E
1767,mild claustrophobia but had no trouble with,claustrophobic,I
1768,only down side was waiting in line,queues,E
1769,pretty jammed up with people,crowd,E
1770,park was busy,crowd,E
1771,they all appeared to have disabled access,handicap,I
1772,appears to have taken wheel chair users into account,handicap,I
1773,the crowds were a little overwhelming,crowd,E
1774,good cafe,food,I
1775,it didnt become claustrophobic,claustrophobic,I
1776,long line up for entrance,queues,E
1777,the mountain wasnt packed by any means,crowd,I
1778,parking is free,parking,I
1779,the kids loved it,age,I
1779,the kids will,age,I
1780,its a great place to teach them to stand in line so that can learn from all of the other kids,age,I
1781,it is handicapped assessable you can take your own wheelchair or get one there,handicap,I
1782,the food in the restaurant was upscale and wholesome,food,I
1783,i wouldnt think a wheelchair could make it out all the way to the beach,handicap,E
1785,super long lines,queues,E
1786,the food was reasonably priced,food,I
1787,its very family friendly,couples/family,I
1788,family eviornment,couples/family,I
1789,there is wheelchair access,handicap,I
1790,love the street food stalls,food,I
1791,the food chefs and waiters were great,food,I
1792,the food and drink is expensive,price,E
1793,not a place to go if you get claustrophobic as it gets packed out,claustrophobic,E
1794,the queues can be long,queues,E
1795,substantial vegetarian buffet lunch,food,I
1796,it had the best waves parking,parking,I
1797,food was fantastic,food,I
1798,line for food was all the way around the corner,food,E
1799,3 euros per coffee twice the street price,price,E
1800,the toilets are always clean,hygiene,I
1801,great selection of places to eat and drink,food,I
1802,they get very crowded,crowd,I
1803,delicious buffet dinner,food,I
1804,queues for food were massive,queues,E
1806,very claustrophobic really,claustrophobic,E
1807,park is very clean,hygiene,I
1808,the only let down was the food availability,food,E
1808,huge queues,queues,E
1809,food didnt look appetizing,food,E
1810,and way too crowded,crowd,E
1811,i left early due to crowd claustrophobia,claustrophobic,E
1812,the food was plentiful,food,I
1813,danger dont visit with your family and kids,couples/family,E
1814,the center was super crowded,crowd,E
1815,excellent food,food,I
1816,it was not very busy,crowd,I
1817,great first day excursion on our family vacation,couples/family,I
1818,it was not crowded,crowd,I
1819,the food and drink prices were very reasonable,food,I
1820,maybe a bit claustrophobic,claustrophobic,E
1821,only suitable for highly mobile wheelchair users,handicap,I
1822,food was very good,food,I
1823,a bit pricey,price,E
1824,with minor claustrophobia sitting in such crowded environment,claustrophobic,E
1825,if you have children do not doubt and go,age,I
1826,affordable price,price,I
1827,it was busy,crowd,E
1827,we never felt like we had to wait,queues,I
1828,th kids loved playing in the sand and waves,age,I
1829,a great place for family fun,couples/family,I
1830,but expensive,price,E
1831,expensive regulated parking,parking,E
1832,no food or beverages are allowed,food,E
1833,it wasnt busy,crowd,I
1834,i would recommend this attraction for families with children as well as the elderly,age,I
1835,it is very clean there as,hygiene,I
1836,the food was outstanding,food,I
1837,very clean and tidy,hygiene,I
1838,ice creams and refreshments well over priced,price,E
1839,restaurant could do with better prices too,price,E
1840,having a lovely meal,food,I
1841,plenty of parking,parking,I
1842,drinks and ice cream werent the cheapest,price,E
1843,crowds tripled by lunch time,crowd,E
1844,there were very very long lines,queues,E
1845,this is not a road for those who are afraid of heights or claustrophobic,claustrophobic,E
1846,really terrific restaurant,food,I
1847,great food and ambience,food,I
1848,it was this fun in the daytime for families and couples,couples/family,I
1849,it can get very busy and packed full of people,crowd,E
1850,if you are claustrophobic dont hop on it if full,claustrophobic,E
1851,you will need to bring your own water and snacks,food,E
1851,there are no vendors in,food,E
1852,mostly for small children,age,I
1853,but it was not crowded at all,crowd,I
1854,full of tourists,crowd,E
1855,there is lots of parking,parking,I
1856,it has adequate parking,parking,I
1856,especially friendly to people with disabilities,handicap,I
1857,they even have electric scooters for people with handicaps to rent,handicap,I
1858,it was not too busy,crowd,I
1859,food were available to us,food,I
1860,we had a disabled senior citizen who was able to use the complimentary sand wheelchair,handicap,I
1861,some climbing of stairs to keep in mind for the elderly,age,E
1862,no food or drinks allowed,food,E
1863,this was a bit pricey,price,E
1864,a little pricey in my opinion,price,E
1865,claustrophobic people there is s waiting room downstairs,claustrophobic,I
1866,if you are claustrophobic this should maybe be a miss,claustrophobic,E
1868,lines for the roller coasters were short and quick,queues,I
1869,food prices did seem to be a bit high,price,E
1870,wave pool wasnt overly crowded,crowd,I
1870,the kids enjoyed the slides,age,I
1871,i traveled solo in my wheelchair,handicap,I
1871,righteously werent any accessibility concerns,handicap,I
1872,interactivity is optimal for kids,age,I
1873,require you to be both fit and not claustrophobic,claustrophobic,E
1874,spotless clean,hygiene,I
1875,great play area for kids,age,I
1876,there is an outdoor restaurant you can have lunch at with a buffet,food,I
1877,it was packed with locals and tourists,crowd,E
1878,that is also well designed for kids,age,I
1879,so if you are claustrophobic stay outside of the interior,claustrophobic,E
1880,not at all claustrophobic,claustrophobic,I
1881,it is always busy with people,crowd,E
1882,the food onboard was excellent,food,I
1883,the food is really too expensive inside,price,E
1884,the crowds and the pushing and shoving,crowd,E
1885,this was an expensive show,price,E
1886,can be a bit claustrophobic,claustrophobic,E
1887,parking is free,price,I
1888,we were not allowed to bring in food or drink,food,E
1889,anyone thats claustrophobic may feel closed in,claustrophobic,E
1890,not wheelchair accesible,handicap,E
1891,thought it was a little expensive,price,E
1892,enjoyed eating,food,I
1893,horrified by the massive crowds,crowd,E
1894,queues were very short or nonexistent,queues,I
1895,we were disgusted by the unruly crowd,crowd,E
1896,the beach was clean,hygiene,I
1897,plenty restaurants,food,I
1897,pavements are pretty bad though especially for wheelchair users or disabled people,handicap,E
1898,there is a big proportion of the walk way accessible,handicap,I
1899,it was still so packed i felt claustrophobic,claustrophobic,E
1900,i would recommend going very early in the morning before,time/day/month,I
1901,just be wary of the crowds,crowd,E
1902,its incredibly busy,crowd,E
1903,the queues for the river tours were very long,queues,E
1904,without having to queue,queues,I
1905,kept the kids enthralled,age,I
1906,keeping the kids engaged,age,I
1907,gift shop is massively over priced,price,E
1908,was too claustrophobic for me,claustrophobic,E
1909,but every restaurant we have eaten at is great,food,I
1910,crowds were very light,crowd,I
1911,zoo was extremely clean,hygiene,I
1912,over half the disabled spots were full with cars with no swing tags or disabled,handicap,E
1913,your not going in the bakery in a wheelchair,handicap,E
1914,shockingly expensive,price,E
1915,food were phenomenal,food,I
1916,seemed very expensive,price,I
1917,variety of food,food,I
1918,it is not expensive,price,I
1919,it can get very very busy,crowd,E
1920,cheap,price,E
1921,was too claustrophobic for me,claustrophobic,E
1922,very expensive,price,E
1923,i fell in love with was the food court,food,I
1924,it looks so pretty and tastes delicious,food,I
1925,if you can leave the wheeled device behind youll be better,handicap,E
1926,great getaway for our family,couples/family,I
1927,the lines are insane,queues,E
1928,the restaurant facilities were poor,food,E
1928,food and drinks offered were equally poor and,food,E
1929,kept the 2 kids fully entertained for the whole hour,age,I
1930,fab family day out,couples/family,I
1931,highley recomended to visit for a show with family,couples/family,I
1932,food good,food,I
1933,drink packages are expensive,price,E
1934,photographs are expensive,price,E
1935,if you dont mind crowds,crowd,E
1935,found it claustrophobic,claustrophobic,E
1936,various childrens play areas,age,I
1937,very little choice of food,food,E
1938,there is disabled parking,handicap,E
1939,the lines werent too bad,queues,I
1939,that line was a disaster,queues,E
1940,so many people crammed in,claustrophobic,E
1940,it was so claustrophobic,claustrophobic,E
1941,very crowded you,crowd,E
1942,not for those that are claustrophobic was crowded,claustrophobic,E
1943,are quite cheap,price,I
1944,this isnt wheelchair accessible,handicap,E
1945,i went in 3 2 of which were also accessible in a wheelchair,handicap,I
1946,the main route inside was accessible,handicap,I
1947,the 3rd tomb we went in wasnt accessible,handicap,E
1948,there are some other wheelchair accessible tombs,handicap,I
1949,off season was overpriced,price,E
1950,very difficult to drop off people in wheelchairs baby strollers,handicap,E
1951,no covered area for family to sit,couples/family,E
1952,corridor as it was packed with patrons,crowd,E
1953,overwhelming feeling of claustrophobia,claustrophobic,E
1953,crowd of patrons,crowd,E
1954,it was so crowed,crowd,E
1955,bathrooms are some of the most unsanitary,hygiene,E
1956,be prepared for lines all day that are over 2 hours long,queues,E
1957,they pack the people into the hall,crowd,E
1958,the park is spotlessly clean,hygiene,I
1958,has rides which should cater for most children,age,I
1959,queue times were pretty much non existent,queues,I
1960,the bog splash zone was also fantastic for the kids,age,I
1961,food wasnt overly priced,food,I
1962,you have you children even if they arent peppa pig fans they will love poultons,age,I
1963,vegetarian,food,I
1964,one vegetarian option,food,I
1965,the many buffet restaurants had a ton of good choices,food,I
1966,the a la cart restaurants were very good,food,I
1966,fresh high quality food,food,I
1967,spacious and clean,hygiene,I
1968,this resort is perfect for kids,age,I
1969,kids specific places,age,I
1970,warmly recommend if you are travelling with kids,age,I
1971,children from ages 311 were entertained,age,I
1972,there is only one place to purchase food drink,food,E
1974,children stayed entertained,age,I
1975,onsite parking during busy times like weekends and holidays is impossible,time/day/month,E
1975,for handicap placard vehicles,handicap,I
1976,it can be a very expensive day,price,E
1977,lots of food options,food,E
1978,it was not overcrowded,crowd,I
1979,restaurants,food,I
1980,extremely claustrophobic let alone travelling with two toddlers,claustrophobic,E
1981,but it is very suffocating inside,claustrophobic,E
1982,families can do a lot,couples/family,I
1983,push the price up,price,E
1984,if you suffer from claustrophobia,claustrophobic,E
1984,arehave children who are easily upset you may want to consider not doing this one,age,E
1985,parking near the main entrance is limited,parking,E
1986,plenty of parking,parking,I
1987,had kids versions too,age,I
1988,my children aged eight were a little scared by some of it,age,E
1989,some very expensive,price,E
1990,they are very clean as well,hygiene,I
1990,considering the amount of people,crowd,E
1991,not accessible for disabled,handicap,E
1992,it is definitely overpriced though,price,E
1993,its all crammed together,claustrophobic,E
1994,but the kids absolutely loved it,age,I
1995,prices felt a bit steep,price,E
1995,but we didnt have to queue,queues,I
1996,it was so unbelievably crowded,crowd,E
1997,kids were fed up,age,E
1998,i saw a few kids upset,age,E
1999,it was claustrophobic,claustrophobic,E
2000,fare extremely cheap,price,I
2001,souks are claustrophobic,claustrophobic,E
2002,served good food which was reasonably priced,price,I
2003,the food was exactly the right amount very tasty and well presented,food,I
2004,large queues to enter,queues,E
2005,my son was in wheelchair because of a broken leg and they were very attentive,handicap,E
2006,and the buffet,food,I
2007,the food was incredible,food,I
2008,there was plenty of good food,food,I
2009,the center has many options for food,food,I
2010,be prepared if there are mobility issues,handicap,E
2011,can get very crowded,crowd,E
2011,tombs can feel a bit claustrophobic,claustrophobic,E
2012,there is no food or water at the attraction itself,food,E
2013,very little queue which was good,queues,I
2014,was very over crowded,crowd,E
2015,it was very busy up there,crowd,E
2016,price,price,I
2017,as a wheelchair users lots has been done to make as much as possible,handicap,I
2018,worth the money,price,I
2019,3 year old loved,age,I
2020,wheelchair friendly,handicap,I
2021,its quite expensive day,price,E
2022,for the price you pay i was really,price,I
2022,the cost which is,price,E
2023,with family,couples/family,I
2024,feels claustrophobic,claustrophobic,E
2025,but you dont really get claustrophobic,claustrophobic,I
2026,my kids love going there,age,I
2026,good food,food,I
2027,i always go with my young kids,age,I
2028,as a family,couples/family,I
2028,on a date,couples/family,I
2028,nice restaurants,food,I
2029,with family,couples/family,I
2029,partner,couples/family,I
2029,my lil boy loved it,age,I
2030,should cost so much,price,E
2031,family trip,couples/family,I
2032,it was very busy,crowd,E
2033,lack of food and drink options,food,E
2034,had queues out of the door,queues,E
2035,was lines of people in all directions,queues,E
2036,were sewer water,hygiene,E
2037,maybe too many people,crowd,E
2038,food was a good standard,food,I
2039,i am 71 she is 65,age,I
2040,usually packed,crowd,E
2041,for kids,age,I
2042,enjoy family and,couples/family,I
2043,great food,food,I
2045,food was wonderful,food,I
2046,conch fritters and drinks were on point,food,I
2047,becomes quite chaotic and uncomfortable,crowd,E
2048,littered with trash,hygiene,E
2049,its much cleaner,hygiene,I
2050,actually cheaper,price,I
2051,prepared to feel a bit claustrophobic,claustrophobic,E
2052,always stuff for the kids,age,I
2052,restaurants are great,food,I
2053,werent a lot of people there,crowd,I
2054,restaurants were packed,food,E
2055,ages range from 1252,age,I
2056,excellent staff and food,food,I
2057,most people were 60,age,I
2057,several young couples,couples/family,I
2058,the food was,food,I
2059,arent many elevators,handicap,E
2060,never claustrophobic,claustrophobic,I
2061,is cheap at 16,price,I
2062,good access for elderly and disabled,age,I
2063,childrens activity area,age,I
2064,short queue,queues,I
2065,not so scary though that you cant bring younger children,age,I
2066,same old overpriced merchandise,price,E
2067,for younger children,age,I
2067,adults,age,I
2068,queues were a bit long,queues,E
2069,food is expensive,food,E
2070,abouton top of the standard price but,price,E
2071,playground for the kids,age,I
2072,nice restaurant,food,I
2072,great selection of food and drinks,food,I
2073,if you are claustrophobic then they may not be for you,claustrophobic,E
2074,kind of claustrophobic,claustrophobic,E
2075,food wasnt great,food,E
2076,extreme crowds,crowd,E
2077,best time to go january this,time/day/month,I
2078,see with the whole family,couples/family,I
2079,small stroller that was great,handicap,I
2080,for the price its a must see attraction,price,I
2081,was very busy,crowd,E
2082,felt very claustrophobic,claustrophobic,E
2083,two teenagers,age,I
2084,including gluten free,food,I
2085,for all ages,age,I
2085,love coming here with our grand children,age,I
2086,price for parking the car,price,E
2087,it was expensive,price,E
2088,worth every penny,price,I
2089,buffet lunch was fabulous,food,I
2090,three boys ages 5 7 8 enjoyed,age,I
2090,my husband and i,couples/family,I
2091,may want to wait until they are older,age,I
2092,it is very crowded,crowd,E
2093,suggest waiting until late afternoon,time/day/month,I
2094,good food and good wine,food,I
